SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationId,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationId,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,DataAsOf
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3396,Woodinville Community Center,101637,I,12th Grade,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,2,2,2,2,2,0,2,2,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,3396,Woodinville Community Center,101637,I,AllGrades,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,2,2,2,2,2,0,2,2,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4208,Woodinville HS,101652,P,10th Grade,421,209,2,210,0,37,6,35,0,32,311,10,0,114,0,39,0,0,7,60,41,411,420,307,421,382,421,421,414,361,380,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4208,Woodinville HS,101652,P,11th Grade,405,194,2,209,3,42,5,39,1,28,287,10,0,49,0,41,0,0,9,48,39,395,404,356,405,364,405,405,396,357,366,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4208,Woodinville HS,101652,P,12th Grade,426,186,0,240,0,47,4,43,0,31,301,14,0,48,0,49,0,0,7,54,49,412,424,378,426,377,426,426,419,372,377,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4208,Woodinville HS,101652,P,9th Grade,432,212,1,219,1,61,4,50,1,41,274,14,0,155,0,42,0,1,9,56,35,418,432,277,432,390,432,431,423,376,397,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4208,Woodinville HS,101652,P,AllGrades,1684,801,5,878,4,187,19,167,2,132,1173,48,0,366,0,171,0,1,32,218,164,1636,1680,1318,1684,1513,1684,1683,1652,1466,1520,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4377,Woodmoor Elementary,101657,P,1st Grade,82,34,0,48,0,16,6,8,0,10,42,16,0,0,0,14,0,1,2,7,12,66,82,82,82,68,82,81,80,75,70,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4377,Woodmoor Elementary,101657,P,2nd Grade,79,40,0,39,0,6,1,18,0,5,49,12,0,14,0,18,0,0,0,6,14,67,79,65,79,61,79,79,79,73,65,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4377,Woodmoor Elementary,101657,P,3rd Grade,92,45,0,47,1,15,1,22,0,14,39,15,0,10,0,25,0,1,1,10,23,77,92,82,92,67,92,91,91,82,69,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4377,Woodmoor Elementary,101657,P,4th Grade,80,43,0,37,1,8,2,24,0,6,39,8,0,12,0,27,0,0,2,4,10,72,80,68,80,53,80,80,78,76,70,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4377,Woodmoor Elementary,101657,P,5th Grade,91,53,0,38,0,10,3,27,0,8,43,8,0,11,0,23,0,0,2,9,16,83,91,80,91,68,91,91,89,82,75,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4377,Woodmoor Elementary,101657,P,AllGrades,583,288,0,295,3,83,28,145,2,53,269,83,0,61,0,180,0,2,16,43,109,500,582,522,583,403,583,581,567,540,474,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4377,Woodmoor Elementary,101657,P,Kindergarten,89,47,0,42,0,23,4,19,1,10,32,24,0,14,0,18,0,0,1,3,10,65,89,75,89,71,89,89,88,86,79,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17417,Northshore School District,100174,4377,Woodmoor Elementary,101657,P,Pre-Kindergarten,70,26,0,44,1,5,11,27,1,0,25,0,0,0,0,55,0,0,8,4,24,70,69,70,70,15,70,70,62,66,46,4/22/22 0:00
2021-22,School,King,Washington State Charter School Commission,105798,17908,Rainier Prep Charter School District,105732,5380,Rainier Prep,105880,P,5th Grade,81,34,0,47,0,3,54,18,1,4,1,33,0,0,1,64,0,1,5,0,6,48,81,81,80,17,81,80,76,81,75,4/22/22 0:00
2021-22,School,King,Washington State Charter School Commission,105798,17908,Rainier Prep Charter School District,105732,5380,Rainier Prep,105880,P,6th Grade,84,42,0,42,0,8,51,19,0,2,4,27,0,0,1,65,0,1,4,0,3,57,84,84,83,19,84,83,80,84,81,4/22/22 0:00
2021-22,School,King,Washington State Charter School Commission,105798,17908,Rainier Prep Charter School District,105732,5380,Rainier Prep,105880,P,7th Grade,86,40,0,46,0,6,41,33,0,5,1,21,0,0,4,75,0,0,1,1,7,65,86,86,82,11,86,86,85,85,79,4/22/22 0:00
2021-22,School,King,Washington State Charter School Commission,105798,17908,Rainier Prep Charter School District,105732,5380,Rainier Prep,105880,P,8th Grade,85,42,0,43,0,5,42,29,0,4,5,22,0,0,1,71,0,1,0,2,10,63,85,85,84,14,85,84,85,83,75,4/22/22 0:00
2021-22,School,King,Washington State Charter School Commission,105798,17908,Rainier Prep Charter School District,105732,5380,Rainier Prep,105880,P,AllGrades,336,158,0,178,0,22,188,99,1,15,11,103,0,0,7,275,0,3,10,3,26,233,336,336,329,61,336,333,326,333,310,4/22/22 0:00
2021-22,School,King,Washington State Charter School Commission,105798,17910,Rainier Valley Leadership Academy,106046,5468,Rainier Valley Leadership Academy,106048,P,10th Grade,32,14,0,18,0,0,24,5,0,1,2,6,0,0,0,29,0,0,3,2,10,26,32,32,32,3,32,32,29,30,22,4/22/22 0:00
2021-22,School,King,Washington State Charter School Commission,105798,17910,Rainier Valley Leadership Academy,106046,5468,Rainier Valley Leadership Academy,106048,P,11th Grade,13,5,0,8,0,1,10,1,0,1,0,3,0,0,0,11,0,1,3,0,3,10,13,13,13,2,13,12,10,13,10,4/22/22 0:00
2021-22,School,King,Washington State Charter School Commission,105798,17910,Rainier Valley Leadership Academy,106046,5468,Rainier Valley Leadership Academy,106048,P,12th Grade,10,4,0,6,0,0,8,0,0,2,0,3,0,0,0,9,0,0,0,0,3,7,10,10,10,1,10,10,10,10,7,4/22/22 0:00
2021-22,School,King,Washington State Charter School Commission,105798,17910,Rainier Valley Leadership Academy,106046,5468,Rainier Valley Leadership Academy,106048,P,6th Grade,17,5,0,12,1,4,9,1,0,1,1,1,0,0,0,8,0,0,0,0,4,16,17,17,17,9,17,17,17,17,13,4/22/22 0:00
2021-22,School,King,Washington State Charter School Commission,105798,17910,Rainier Valley Leadership Academy,106046,5468,Rainier Valley Leadership Academy,106048,P,7th Grade,25,17,0,8,0,2,15,4,0,3,1,3,0,0,0,13,0,0,4,0,3,22,25,25,25,12,25,25,21,25,22,4/22/22 0:00
2021-22,School,King,Washington State Charter School Commission,105798,17910,Rainier Valley Leadership Academy,106046,5468,Rainier Valley Leadership Academy,106048,P,8th Grade,32,17,0,15,1,1,25,2,0,3,0,4,0,0,0,26,0,0,3,0,10,28,32,32,32,6,32,32,29,32,22,4/22/22 0:00
2021-22,School,King,Washington State Charter School Commission,105798,17910,Rainier Valley Leadership Academy,106046,5468,Rainier Valley Leadership Academy,106048,P,9th Grade,31,16,0,15,0,0,22,5,0,4,0,3,0,0,0,27,0,0,4,0,6,28,31,31,31,4,31,31,27,31,25,4/22/22 0:00
2021-22,School,King,Washington State Charter School Commission,105798,17910,Rainier Valley Leadership Academy,106046,5468,Rainier Valley Leadership Academy,106048,P,AllGrades,160,78,0,82,2,8,113,18,0,15,4,23,0,0,0,123,0,1,17,2,39,137,160,160,160,37,160,159,143,158,121,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3587,Benson Hill Elementary School,101341,P,1st Grade,60,24,0,36,0,19,11,14,0,7,9,16,0,0,0,24,0,0,4,0,9,44,60,60,60,36,60,60,56,60,51,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3587,Benson Hill Elementary School,101341,P,2nd Grade,88,39,0,49,0,43,11,10,1,14,9,30,0,0,1,45,0,0,2,5,14,58,88,88,87,43,88,88,86,83,74,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3587,Benson Hill Elementary School,101341,P,3rd Grade,75,36,0,39,0,29,10,13,1,9,13,29,0,2,0,41,0,1,1,2,18,46,75,73,75,34,75,74,74,73,57,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3587,Benson Hill Elementary School,101341,P,4th Grade,73,31,0,42,0,38,8,10,1,6,10,25,0,2,1,34,0,1,1,1,13,48,73,71,72,39,73,72,72,72,60,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3587,Benson Hill Elementary School,101341,P,5th Grade,73,34,0,39,1,29,14,9,1,6,13,12,0,2,0,41,0,0,1,4,11,61,73,71,73,32,73,73,72,69,62,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3587,Benson Hill Elementary School,101341,P,AllGrades,445,200,0,245,1,183,58,75,5,56,67,143,0,6,3,215,0,3,12,13,75,302,445,439,442,230,445,442,433,432,370,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3587,Benson Hill Elementary School,101341,P,Kindergarten,74,35,0,39,0,24,4,19,1,13,13,31,0,0,1,30,0,1,2,1,8,43,74,74,73,44,74,73,72,73,66,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3587,Benson Hill Elementary School,101341,P,Pre-Kindergarten,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,2,1,2,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,2439,Bryn Mawr Elementary School,101325,P,1st Grade,57,27,0,30,0,13,10,22,1,7,4,23,0,0,2,30,0,1,3,0,9,34,56,57,55,27,57,56,54,57,48,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,2439,Bryn Mawr Elementary School,101325,P,2nd Grade,59,27,0,32,0,9,13,19,3,6,9,18,0,0,4,35,0,0,5,1,11,41,59,59,55,24,59,59,54,58,48,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,2439,Bryn Mawr Elementary School,101325,P,3rd Grade,63,29,0,34,0,14,16,21,0,5,7,22,0,4,5,47,0,0,4,0,9,41,63,59,58,16,63,63,59,63,54,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,2439,Bryn Mawr Elementary School,101325,P,4th Grade,49,26,1,22,0,8,15,18,0,6,2,11,0,2,2,38,0,0,1,1,9,38,49,47,47,11,49,49,48,48,40,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,2439,Bryn Mawr Elementary School,101325,P,5th Grade,55,24,0,31,0,11,13,17,2,7,5,16,0,2,3,41,0,0,3,1,6,39,55,53,52,14,55,55,52,54,49,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,2439,Bryn Mawr Elementary School,101325,P,AllGrades,341,161,1,179,0,64,80,116,8,40,33,110,0,8,19,219,0,1,23,4,57,231,340,333,322,122,341,340,318,337,284,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,2439,Bryn Mawr Elementary School,101325,P,Kindergarten,58,28,0,30,0,9,13,19,2,9,6,20,0,0,3,28,0,0,7,1,13,38,58,58,55,30,58,58,51,57,45,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3034,Campbell Hill Elementary School,101332,P,1st Grade,63,33,1,29,0,18,24,13,1,3,4,34,0,0,3,47,0,0,4,1,2,29,63,63,60,16,63,63,59,62,61,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3034,Campbell Hill Elementary School,101332,P,2nd Grade,51,22,0,29,0,14,13,14,2,3,5,22,0,0,2,44,0,0,1,1,6,29,51,51,49,7,51,51,50,50,45,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3034,Campbell Hill Elementary School,101332,P,3rd Grade,51,22,0,29,1,17,19,10,0,3,1,16,0,1,1,36,0,0,1,0,10,35,50,50,50,15,51,51,50,51,41,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3034,Campbell Hill Elementary School,101332,P,4th Grade,47,26,0,21,0,13,18,11,0,1,4,14,0,3,3,39,0,0,3,2,7,33,47,44,44,8,47,47,44,45,40,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3034,Campbell Hill Elementary School,101332,P,5th Grade,55,24,0,31,1,17,16,12,1,3,5,22,0,1,3,47,2,0,2,3,6,33,55,54,52,8,53,55,53,52,49,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3034,Campbell Hill Elementary School,101332,P,AllGrades,335,153,2,180,3,97,116,72,4,17,26,132,0,5,15,260,2,0,13,8,45,203,333,330,320,75,333,335,322,327,290,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3034,Campbell Hill Elementary School,101332,P,Kindergarten,54,23,1,30,1,14,20,10,0,3,6,24,0,0,3,37,0,0,2,1,8,30,53,54,51,17,54,54,52,53,46,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3034,Campbell Hill Elementary School,101332,P,Pre-Kindergarten,14,3,0,11,0,4,6,2,0,1,1,0,0,0,0,10,0,0,0,0,6,14,14,14,14,4,14,14,14,14,8,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3337,Cascade Elementary School,101336,P,1st Grade,70,27,0,43,0,16,13,23,1,9,8,24,0,0,3,35,1,1,3,1,9,46,69,70,67,35,69,69,67,69,61,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3337,Cascade Elementary School,101336,P,2nd Grade,69,39,0,30,1,11,18,17,1,8,13,17,0,0,2,41,0,0,1,2,19,52,69,69,67,28,69,69,68,67,50,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3337,Cascade Elementary School,101336,P,3rd Grade,59,29,0,30,1,10,12,24,2,4,6,17,0,0,2,40,0,0,0,2,10,42,59,59,57,19,59,59,59,57,49,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3337,Cascade Elementary School,101336,P,4th Grade,59,33,0,26,0,9,17,21,2,5,5,17,0,0,0,43,0,0,3,1,10,42,59,59,59,16,59,59,56,58,49,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3337,Cascade Elementary School,101336,P,5th Grade,56,27,0,29,0,8,8,22,0,5,13,16,0,1,5,41,1,0,2,1,18,40,56,55,51,15,55,56,54,55,38,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3337,Cascade Elementary School,101336,P,AllGrades,371,183,0,188,2,65,82,120,7,40,55,108,0,1,14,227,2,2,13,7,78,263,370,370,357,144,369,369,358,364,293,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3337,Cascade Elementary School,101336,P,Kindergarten,57,28,0,29,0,11,14,12,1,9,10,17,0,0,2,27,0,1,4,0,11,40,57,57,55,30,57,56,53,57,46,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3337,Cascade Elementary School,101336,P,Pre-Kindergarten,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3280,Dimmitt Middle School,101334,P,5th Grade,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3280,Dimmitt Middle School,101334,P,6th Grade,215,99,0,116,1,55,58,57,0,19,25,63,0,11,17,144,1,0,14,7,36,152,214,204,198,71,214,215,201,208,179,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3280,Dimmitt Middle School,101334,P,7th Grade,213,113,0,100,3,49,59,52,6,22,22,53,0,8,6,140,0,0,16,7,45,160,213,205,207,73,213,213,197,206,168,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3280,Dimmitt Middle School,101334,P,8th Grade,219,117,0,102,1,55,58,62,5,18,20,39,0,19,12,154,0,4,12,6,41,180,217,200,207,65,219,215,207,213,178,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,3280,Dimmitt Middle School,101334,P,AllGrades,648,330,0,318,5,159,175,172,11,59,67,155,0,38,35,439,1,4,43,20,122,493,645,610,613,209,647,644,605,628,526,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,1534,Griffin Home,101317,S,11th Grade,2,0,0,2,1,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,1,1,2,2,0,2,2,1,2,2,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,1534,Griffin Home,101317,S,9th Grade,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,1534,Griffin Home,101317,S,AllGrades,3,0,0,3,2,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,2,2,3,3,1,3,3,2,3,3,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,1784,H.O.M.E. Program,101322,A,10th Grade,10,4,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,2,10,10,10,10,10,10,10,10,6,8,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,1784,H.O.M.E. Program,101322,A,1st Grade,13,7,0,6,0,1,0,0,0,1,11,0,0,0,0,1,0,0,0,0,2,13,13,13,13,12,13,13,13,13,11,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,1784,H.O.M.E. Program,101322,A,2nd Grade,15,4,0,11,0,1,0,2,0,2,10,0,0,0,0,3,0,1,2,1,1,15,15,15,15,12,15,14,13,14,14,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,1784,H.O.M.E. Program,101322,A,3rd Grade,10,6,0,4,0,1,0,0,0,0,9,1,0,0,0,2,0,0,0,0,1,9,10,10,10,8,10,10,10,10,9,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,1784,H.O.M.E. Program,101322,A,4th Grade,7,1,0,6,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,1,1,7,7,7,7,7,7,7,7,6,6,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,1784,H.O.M.E. Program,101322,A,5th Grade,17,6,0,11,0,0,0,1,0,1,15,0,0,0,0,3,0,0,0,1,1,17,17,17,17,14,17,17,17,16,16,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,1784,H.O.M.E. Program,101322,A,6th Grade,13,6,1,6,0,0,1,0,0,4,8,0,0,0,0,1,0,0,0,2,1,13,13,13,13,12,13,13,13,11,12,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,1784,H.O.M.E. Program,101322,A,7th Grade,17,11,0,6,0,0,1,2,0,1,13,0,0,1,0,5,0,0,0,2,1,17,17,16,17,12,17,17,17,15,16,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,1784,H.O.M.E. Program,101322,A,8th Grade,11,3,0,8,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,3,1,11,11,11,11,11,11,11,11,8,10,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,1784,H.O.M.E. Program,101322,A,9th Grade,8,4,0,4,0,0,0,1,0,0,7,0,0,0,0,2,0,0,1,1,1,8,8,8,8,6,8,8,7,7,7,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17403,Renton School District,100216,1784,H.O.M.E. Program,101322,A,AllGrades,125,55,1,69,0,4,2,7,0,12,100,1,0,1,0,19,0,1,3,15,13,124,125,124,125,106,125,124,122,110,112,4/22/22 0:00
