SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationId,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationId,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,DataAsOf
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,5488,Stephen Decatur Elementary School,106071,P,3rd Grade,43,16,0,27,0,19,2,1,0,9,12,0,0,43,0,1,0,0,0,0,5,43,43,0,43,42,43,43,43,43,38,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,5488,Stephen Decatur Elementary School,106071,P,4th Grade,48,23,0,25,0,16,0,2,0,5,25,0,0,48,0,0,0,1,0,1,6,48,48,0,48,48,48,47,48,47,42,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,5488,Stephen Decatur Elementary School,106071,P,5th Grade,51,24,0,27,0,12,0,5,0,8,26,1,0,51,0,0,0,0,0,0,2,50,51,0,51,51,51,51,51,51,49,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,5488,Stephen Decatur Elementary School,106071,P,AllGrades,200,88,0,112,0,64,2,13,0,40,81,4,0,200,1,4,0,1,0,1,16,196,200,0,199,196,200,199,200,199,184,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2080,Stevens Elementary School,101041,P,1st Grade,25,8,0,17,0,1,3,2,0,7,12,1,0,0,1,7,0,0,2,0,4,24,25,25,24,18,25,25,23,25,21,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2080,Stevens Elementary School,101041,P,2nd Grade,42,21,0,21,0,1,4,7,0,7,23,5,0,1,3,14,0,0,0,0,6,37,41,41,39,28,42,42,42,42,36,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2080,Stevens Elementary School,101041,P,3rd Grade,23,8,1,14,0,1,0,4,0,3,15,1,0,7,1,6,0,0,2,0,3,22,23,16,22,17,23,23,21,23,20,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2080,Stevens Elementary School,101041,P,4th Grade,31,12,1,18,0,2,3,4,0,5,17,2,0,3,0,11,0,0,2,0,8,29,31,28,31,20,31,31,29,31,23,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2080,Stevens Elementary School,101041,P,5th Grade,28,17,0,11,0,2,7,3,0,3,13,4,0,2,3,14,0,0,0,0,7,24,28,26,25,14,28,28,28,28,21,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2080,Stevens Elementary School,101041,P,AllGrades,185,81,2,102,0,8,24,25,0,29,99,18,0,13,11,61,0,0,8,0,30,167,183,172,174,124,185,185,177,185,155,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2080,Stevens Elementary School,101041,P,Kindergarten,36,15,0,21,0,1,7,5,0,4,19,5,0,0,3,9,0,0,2,0,2,31,35,36,33,27,36,36,34,36,34,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,1856,The Center School,101013,P,10th Grade,64,39,3,22,1,3,5,6,0,6,43,1,0,4,0,17,0,0,2,6,13,63,64,60,64,47,64,64,62,58,51,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,1856,The Center School,101013,P,11th Grade,79,37,6,36,1,4,1,4,0,7,62,1,0,6,0,13,0,0,5,5,26,78,79,73,79,66,79,79,74,74,53,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,1856,The Center School,101013,P,12th Grade,60,31,3,26,0,5,1,7,1,2,44,0,0,6,0,15,0,0,2,5,16,60,60,54,60,45,60,60,58,55,44,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,1856,The Center School,101013,P,9th Grade,65,37,6,22,1,0,1,8,0,6,49,1,0,5,1,15,0,0,6,3,17,64,64,60,64,50,65,65,59,62,48,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,1856,The Center School,101013,P,AllGrades,268,144,18,106,3,12,8,25,1,21,198,3,0,21,1,60,0,0,15,19,72,265,267,247,267,208,268,268,253,249,196,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3974,Thornton Creek Elementary School,101159,A,1st Grade,70,30,0,40,0,8,2,7,0,8,45,8,0,0,0,11,0,0,1,0,11,62,70,70,70,59,70,70,69,70,59,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3974,Thornton Creek Elementary School,101159,A,2nd Grade,58,31,0,27,0,5,4,3,1,9,36,4,0,3,0,4,0,0,1,0,9,54,58,55,58,54,58,58,57,58,49,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3974,Thornton Creek Elementary School,101159,A,3rd Grade,88,44,0,44,0,4,4,4,0,16,60,5,0,2,0,5,0,0,0,1,16,83,88,86,88,83,88,88,88,87,72,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3974,Thornton Creek Elementary School,101159,A,4th Grade,79,39,0,40,0,3,4,3,0,16,53,4,0,4,0,5,0,0,2,0,17,75,79,75,79,74,79,79,77,79,62,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3974,Thornton Creek Elementary School,101159,A,5th Grade,89,42,0,47,0,5,4,4,0,16,60,3,0,3,0,12,0,0,2,2,24,86,89,86,89,77,89,89,87,87,65,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3974,Thornton Creek Elementary School,101159,A,AllGrades,478,227,0,251,1,42,21,32,1,75,306,34,0,12,0,53,0,0,11,3,87,444,478,466,478,425,478,478,467,475,391,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3974,Thornton Creek Elementary School,101159,A,Kindergarten,70,31,0,39,0,12,2,9,0,6,41,10,0,0,0,9,0,0,3,0,7,60,70,70,70,61,70,70,67,70,63,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3974,Thornton Creek Elementary School,101159,A,Pre-Kindergarten,24,10,0,14,1,5,1,2,0,4,11,0,0,0,0,7,0,0,2,0,3,24,24,24,24,17,24,24,22,24,21,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2141,Thurgood Marshall Elementary,101056,P,1st Grade,48,26,1,21,0,6,13,5,0,12,12,14,0,14,2,20,0,1,2,0,4,34,48,34,46,28,48,47,46,48,44,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2141,Thurgood Marshall Elementary,101056,P,2nd Grade,77,26,0,51,0,8,15,13,2,9,30,11,0,32,1,32,0,0,1,1,22,66,77,45,76,45,77,77,76,76,55,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2141,Thurgood Marshall Elementary,101056,P,3rd Grade,100,44,0,56,0,18,20,13,0,18,31,12,0,53,1,40,0,0,3,0,23,88,100,47,99,60,100,100,97,100,77,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2141,Thurgood Marshall Elementary,101056,P,4th Grade,86,37,1,48,0,18,19,5,1,23,20,8,0,45,2,35,0,3,1,0,10,78,86,41,84,51,86,83,85,86,76,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2141,Thurgood Marshall Elementary,101056,P,5th Grade,72,38,3,31,0,11,18,5,0,19,19,7,0,41,0,27,0,0,2,0,8,65,72,31,72,45,72,72,70,72,64,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2141,Thurgood Marshall Elementary,101056,P,AllGrades,434,202,5,227,0,72,101,50,4,89,118,66,0,185,9,174,0,4,10,1,81,368,434,249,425,260,434,430,424,433,353,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2141,Thurgood Marshall Elementary,101056,P,Kindergarten,41,24,0,17,0,10,12,5,1,8,5,14,0,0,3,15,0,0,1,0,8,27,41,41,38,26,41,41,40,41,33,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2141,Thurgood Marshall Elementary,101056,P,Pre-Kindergarten,10,7,0,3,0,1,4,4,0,0,1,0,0,0,0,5,0,0,0,0,6,10,10,10,10,5,10,10,10,10,4,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,1579,Tops K-8 School,100976,A,1st Grade,44,18,0,26,0,7,5,4,0,12,16,5,0,0,0,9,0,0,1,0,6,39,44,44,44,35,44,44,43,44,38,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,1579,Tops K-8 School,100976,A,2nd Grade,51,24,0,27,0,5,8,3,0,8,27,8,0,0,1,11,0,0,0,0,9,43,51,51,50,40,51,51,51,51,42,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,1579,Tops K-8 School,100976,A,3rd Grade,52,18,0,34,1,14,7,5,0,9,16,11,0,4,1,17,0,0,0,0,12,41,51,48,51,35,52,52,52,52,40,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,1579,Tops K-8 School,100976,A,4th Grade,53,27,1,25,1,9,8,4,0,8,23,4,0,5,1,17,0,0,0,2,9,49,53,48,52,36,53,53,53,51,44,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,1579,Tops K-8 School,100976,A,5th Grade,56,27,0,29,0,9,4,4,0,16,23,6,0,1,4,15,0,1,0,2,13,50,56,55,52,41,56,55,56,54,43,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,1579,Tops K-8 School,100976,A,6th Grade,56,33,0,23,0,12,8,5,1,11,19,1,0,3,0,19,0,0,0,3,5,55,56,53,56,37,56,56,56,53,51,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,1579,Tops K-8 School,100976,A,7th Grade,60,38,0,22,1,4,11,5,0,9,30,2,0,2,5,16,0,0,2,3,11,58,60,58,55,44,60,60,58,57,49,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,1579,Tops K-8 School,100976,A,8th Grade,56,31,0,25,0,11,4,2,1,9,29,1,0,4,1,21,0,0,0,3,9,55,56,52,55,35,56,56,56,53,47,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,1579,Tops K-8 School,100976,A,AllGrades,476,242,1,233,3,80,60,34,2,89,208,49,0,19,13,138,0,1,4,13,79,427,475,457,463,338,476,475,472,463,397,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,1579,Tops K-8 School,100976,A,Kindergarten,48,26,0,22,0,9,5,2,0,7,25,11,0,0,0,13,0,0,1,0,5,37,48,48,48,35,48,48,47,48,43,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2667,View Ridge Elementary School,101099,P,1st Grade,55,23,0,32,0,9,3,5,0,8,30,5,0,2,0,6,0,0,0,0,5,50,55,53,55,49,55,55,55,55,50,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2667,View Ridge Elementary School,101099,P,2nd Grade,45,20,0,25,0,9,0,7,0,8,21,5,0,3,0,7,0,0,0,0,8,40,45,42,45,38,45,45,45,45,37,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2667,View Ridge Elementary School,101099,P,3rd Grade,62,31,1,30,0,6,1,2,0,13,40,3,0,6,0,7,0,0,0,0,9,59,62,56,62,55,62,62,62,62,53,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2667,View Ridge Elementary School,101099,P,4th Grade,64,26,0,38,0,20,2,5,0,7,30,6,0,11,0,7,0,0,0,0,13,58,64,53,64,57,64,64,64,64,51,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2667,View Ridge Elementary School,101099,P,5th Grade,61,28,0,33,1,5,2,2,0,8,43,0,0,11,0,7,0,0,0,0,11,61,61,50,61,54,61,61,61,61,50,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2667,View Ridge Elementary School,101099,P,AllGrades,351,160,1,190,1,56,10,26,0,64,194,22,0,33,1,38,0,0,2,0,55,329,350,318,350,313,351,351,349,351,296,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2667,View Ridge Elementary School,101099,P,Kindergarten,64,32,0,32,0,7,2,5,0,20,30,3,0,0,1,4,0,0,2,0,9,61,63,64,63,60,64,64,62,64,55,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2977,Viewlands Elementary School,101113,P,1st Grade,54,32,0,22,0,5,7,7,1,7,27,12,0,0,2,16,0,1,0,0,6,42,54,54,52,38,54,53,54,54,48,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2977,Viewlands Elementary School,101113,P,2nd Grade,41,21,0,20,0,3,7,9,0,5,17,10,0,1,0,24,0,0,0,0,8,31,41,40,41,17,41,41,41,41,33,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2977,Viewlands Elementary School,101113,P,3rd Grade,46,26,0,20,1,4,2,9,0,6,24,6,0,0,0,14,0,0,0,0,10,40,46,46,46,32,46,46,46,46,36,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2977,Viewlands Elementary School,101113,P,4th Grade,56,25,0,31,0,5,7,16,1,3,24,14,0,1,2,25,1,1,4,0,10,42,56,55,54,31,55,55,52,56,46,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2977,Viewlands Elementary School,101113,P,5th Grade,37,16,0,21,0,2,5,5,2,3,20,7,0,0,2,13,0,0,1,1,6,30,37,37,35,24,37,37,36,36,31,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2977,Viewlands Elementary School,101113,P,AllGrades,285,147,0,138,2,21,36,55,4,29,138,58,0,2,7,110,1,2,7,1,47,227,284,283,278,175,284,283,278,284,238,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2977,Viewlands Elementary School,101113,P,Kindergarten,51,27,0,24,1,2,8,9,0,5,26,9,0,0,1,18,0,0,2,0,7,42,50,51,50,33,51,51,49,51,44,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,4064,Washington Middle School,101167,P,6th Grade,191,83,2,106,0,31,73,27,0,18,42,36,0,42,13,123,1,3,10,2,30,155,189,149,178,68,190,188,181,189,161,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,4064,Washington Middle School,101167,P,7th Grade,191,87,0,104,0,24,68,23,0,28,48,31,0,65,7,109,0,1,5,0,25,160,191,126,184,82,191,190,186,191,166,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,4064,Washington Middle School,101167,P,8th Grade,172,76,0,96,0,31,50,16,1,21,53,33,0,68,13,91,0,0,6,1,25,139,171,104,159,81,172,172,166,171,147,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,4064,Washington Middle School,101167,P,AllGrades,554,246,2,306,0,86,191,66,1,67,143,100,0,175,33,323,1,4,21,3,80,454,551,379,521,231,553,550,533,551,474,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3026,Wedgwood Elementary School,101114,P,1st Grade,61,32,0,29,0,6,0,5,0,10,40,4,0,1,1,3,0,1,0,0,4,57,61,60,60,58,61,60,61,61,57,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3026,Wedgwood Elementary School,101114,P,2nd Grade,66,33,0,33,1,6,4,3,0,13,39,6,0,3,0,5,0,0,1,0,5,60,66,63,66,61,66,66,65,66,61,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3026,Wedgwood Elementary School,101114,P,3rd Grade,62,30,0,32,1,5,3,2,0,8,43,0,0,6,0,7,0,0,3,0,8,62,62,56,62,55,62,62,59,62,54,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3026,Wedgwood Elementary School,101114,P,4th Grade,74,35,0,39,0,6,4,5,0,16,43,2,0,5,0,8,0,1,0,0,14,72,74,69,74,66,74,73,74,74,60,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3026,Wedgwood Elementary School,101114,P,5th Grade,63,34,2,27,1,7,2,6,0,15,32,3,0,13,0,5,0,0,2,0,9,60,63,50,63,58,63,63,61,63,54,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3026,Wedgwood Elementary School,101114,P,AllGrades,393,191,2,200,3,39,14,25,0,74,238,21,0,28,1,34,0,3,7,0,44,372,393,365,392,359,393,390,386,393,349,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3026,Wedgwood Elementary School,101114,P,Kindergarten,67,27,0,40,0,9,1,4,0,12,41,6,0,0,0,6,0,1,1,0,4,61,67,67,67,61,67,66,66,67,63,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2645,West Seattle Elementary School,101098,P,1st Grade,54,30,0,24,0,2,38,3,0,2,9,15,0,1,1,45,0,0,4,0,10,39,54,53,53,9,54,54,50,54,44,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2645,West Seattle Elementary School,101098,P,2nd Grade,52,21,0,31,0,2,38,4,1,4,3,21,0,2,1,43,0,0,3,0,11,31,52,50,51,9,52,52,49,52,41,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2645,West Seattle Elementary School,101098,P,3rd Grade,56,23,0,33,0,3,41,4,0,6,2,14,0,3,0,48,0,0,4,0,6,42,56,53,56,8,56,56,52,56,50,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2645,West Seattle Elementary School,101098,P,4th Grade,54,28,0,26,0,1,41,5,0,2,5,21,0,3,3,50,0,0,2,0,10,33,54,51,51,4,54,54,52,54,44,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2645,West Seattle Elementary School,101098,P,5th Grade,46,25,0,21,0,2,33,6,0,3,2,10,0,0,1,42,0,0,3,0,8,36,46,46,45,4,46,46,43,46,38,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2645,West Seattle Elementary School,101098,P,AllGrades,357,179,0,178,1,12,262,31,1,22,28,109,0,9,8,299,0,0,23,0,54,248,356,348,349,58,357,357,334,357,303,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2645,West Seattle Elementary School,101098,P,Kindergarten,68,42,0,26,1,2,48,7,0,4,6,28,0,0,2,49,0,0,5,0,6,40,67,68,66,19,68,68,63,68,62,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2645,West Seattle Elementary School,101098,P,Pre-Kindergarten,27,10,0,17,0,0,23,2,0,1,1,0,0,0,0,22,0,0,2,0,3,27,27,27,27,5,27,27,25,27,24,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2234,West Seattle High School,101072,P,10th Grade,288,130,4,154,2,16,10,23,1,27,209,9,0,32,2,46,0,1,8,12,35,279,286,256,286,242,288,287,280,276,253,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2234,West Seattle High School,101072,P,11th Grade,302,131,5,166,2,19,22,34,2,38,185,10,0,30,2,59,0,0,13,8,32,292,302,272,300,243,302,302,289,294,270,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2234,West Seattle High School,101072,P,12th Grade,265,124,0,141,3,22,18,35,3,28,156,12,0,12,2,55,0,1,3,13,36,253,264,253,263,210,265,264,262,252,229,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2234,West Seattle High School,101072,P,9th Grade,376,165,3,208,1,17,22,45,1,40,250,11,0,59,6,65,0,0,10,16,49,365,376,317,370,311,376,376,366,360,327,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2234,West Seattle High School,101072,P,AllGrades,1231,550,12,669,8,74,72,137,7,133,800,42,0,133,12,225,0,2,34,49,152,1189,1228,1098,1219,1006,1231,1229,1197,1182,1079,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2142,West Woodland Elementary School,101057,P,1st Grade,59,28,0,31,0,3,0,2,0,8,46,1,0,3,0,0,0,0,1,0,6,58,59,56,59,59,59,59,58,59,53,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2142,West Woodland Elementary School,101057,P,2nd Grade,67,28,0,39,0,4,1,2,0,5,55,2,0,2,0,5,0,0,2,0,10,65,67,65,67,62,67,67,65,67,57,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2142,West Woodland Elementary School,101057,P,3rd Grade,70,35,0,35,0,3,1,3,0,9,54,0,0,4,0,3,0,0,0,2,22,70,70,66,70,67,70,70,70,68,48,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2142,West Woodland Elementary School,101057,P,4th Grade,69,41,0,28,0,5,0,2,0,9,53,1,0,12,0,5,0,0,1,0,15,68,69,57,69,64,69,69,68,69,54,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2142,West Woodland Elementary School,101057,P,5th Grade,67,34,0,33,0,2,0,3,0,5,57,0,0,9,2,5,0,0,1,2,21,67,67,58,65,62,67,67,66,65,46,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2142,West Woodland Elementary School,101057,P,AllGrades,403,196,0,207,0,21,3,14,0,45,320,8,0,30,2,19,0,0,5,4,84,395,403,373,401,384,403,403,398,399,319,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2142,West Woodland Elementary School,101057,P,Kindergarten,71,30,0,41,0,4,1,2,0,9,55,4,0,0,0,1,0,0,0,0,10,67,71,71,71,70,71,71,71,71,61,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3277,Whitman Middle School,101124,P,6th Grade,232,111,2,119,2,13,10,12,1,26,168,7,0,29,0,32,0,0,4,3,34,225,230,203,232,200,232,232,228,229,198,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3277,Whitman Middle School,101124,P,7th Grade,243,95,4,144,1,7,10,28,0,33,164,10,0,16,1,32,0,1,7,4,41,233,243,227,242,211,243,242,236,239,202,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3277,Whitman Middle School,101124,P,8th Grade,197,95,3,99,0,7,7,26,0,22,135,5,0,9,2,37,0,0,5,6,41,192,197,188,195,160,197,197,192,191,156,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,3277,Whitman Middle School,101124,P,AllGrades,672,301,9,362,3,27,27,66,1,81,467,22,0,54,3,101,0,1,16,13,116,650,670,618,669,571,672,671,656,659,556,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2092,Whittier Elementary School,101047,P,1st Grade,64,27,0,37,0,3,0,4,1,15,41,0,0,2,1,6,0,0,1,0,8,64,64,62,63,58,64,64,63,64,56,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2092,Whittier Elementary School,101047,P,2nd Grade,59,29,0,30,0,0,1,4,0,5,49,1,0,0,0,4,0,0,0,0,9,58,59,59,59,55,59,59,59,59,50,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2092,Whittier Elementary School,101047,P,3rd Grade,53,27,0,26,0,0,1,1,0,11,40,1,0,2,0,4,0,0,0,0,13,52,53,51,53,49,53,53,53,53,40,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2092,Whittier Elementary School,101047,P,4th Grade,66,36,0,30,0,3,0,5,0,9,49,2,0,3,0,7,0,0,0,3,7,64,66,63,66,59,66,66,66,63,59,4/22/22 0:00
2021-22,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District No. 1,100229,2092,Whittier Elementary School,101047,P,5th Grade,80,40,1,39,0,1,2,10,0,8,59,5,0,5,1,9,0,0,2,2,16,75,80,75,79,71,80,80,78,78,64,4/22/22 0:00
